Symbol,Name,MarketCap,Country,Sector,Industry
PNX,Phoenix Companies  Inc. (The),202420000,United States,Finance,Life Insurance
NTLS,NTELOS Holdings Corp.,203407729.5,United States,Public Utilities,Telecommunications Equipment
ACRX,AcelRx Pharmaceuticals  Inc.,204122741.4,United States,Health Care,Major Pharmaceuticals
CDTX,Cidara Therapeutics  Inc.,204567393.36,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FXCB,Fox Chase Bancorp  Inc.,204588227.65,United States,Finance,Banks
XRM,Xerium Technologies  Inc.,205581020.54,United States,Basic Industries,Textiles
FRSH,Papa Murphy&#39;s Holdings  Inc.,205782062.72,United States,Consumer Services,Restaurants
MBVT,Merchants Bancshares  Inc.,205863371.84,United States,Finance,Major Banks
AJX,Great Ajax Corp.,206029760.3,United States,Consumer Services,Real Estate Investment Trusts
SQNM,Sequenom  Inc.,206134172.1,United States,Capital Goods,Industrial Machinery/Components
GPIA,GP Investments Acquisition Corp.,206137500,United States,Finance,Business Services
BKEPP,Blueknight Energy Partners L.P.  L.L.C.,206586540.15,United States,Energy,Natural Gas Distribution
CRAI,CRA International Inc.,206719268.9,United States,Miscellaneous,Other Consumer Services
VHC,VirnetX Holding Corp,206836160.75,United States,Miscellaneous,Multi-Sector Companies
LXU,Lsb Industries Inc.,206962274.16,United States,Basic Industries,Major Chemicals
CYTR,CytRx Corporation,208082603.45,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLMT,BSB Bancorp  Inc.,208171440.08,United States,Finance,Major Banks
KOPN,Kopin Corporation,208289296.13,United States,Technology,Semiconductors
IMH,Impac Mortgage Holdings  Inc.,209746089.9,United States,Consumer Services,Real Estate Investment Trusts
TRUP,Trupanion  Inc.,210327907.2,United States,Health Care,Medical Specialities
PWOD,Penns Woods Bancorp  Inc.,210683904.46,United States,Finance,Major Banks
BCOV,Brightcove Inc.,210730072.05,United States,Technology,EDP Services
POZN,Pozen  Inc.,210809168.92,United States,Health Care,Major Pharmaceuticals
FMNB,Farmers National Banc Corp.,211790427.75,United States,Finance,Major Banks
FFKT,Farmers Capital Bank Corporation,212188262.7,United States,Finance,Major Banks
HSKA,Heska Corporation,212321752.5,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EPM,Evolution Petroleum Corporation  Inc.,212364197.5,United States,Energy,Oil & Gas Production
TAXI,Medallion Financial Corp.,213200189.88,United States,Finance,Finance: Consumer Services
SHOS,Sears Hometown and Outlet Stores  Inc.,213355448.4,United States,Consumer Services,Department/Specialty Retail Stores
BHB,Bar Harbor Bankshares  Inc.,213636975.54,United States,Finance,Major Banks
NCIT,NCI  Inc.,213830600.65,United States,Technology,EDP Services
SD,Sandridge Energy Inc.,214484832.6164,United States,Energy,Oil & Gas Production
MXWL,Maxwell Technologies  Inc.,214597782,United States,Miscellaneous,Industrial Machinery/Components
NRP,Natural Resource Partners LP,215247692,United States,Energy,Coal Mining
BGFV,Big 5 Sporting Goods Corporation,215524277.55,United States,Consumer Services,Other Specialty Stores
CLFD,Clearfield  Inc.,215958733.98,United States,Public Utilities,Telecommunications Equipment
NEOS,Neos Therapeutics  Inc.,216006927.4,United States,Health Care,Major Pharmaceuticals
SYN,Synthetic Biologics  Inc,216861960.7,United States,Health Care,Major Pharmaceuticals
ARTNA,Artesian Resources Corporation,217094474.74,United States,Public Utilities,Water Supply
ODC,Oil-Dri Corporation Of America,217365324.51,United States,Consumer Durables,Miscellaneous manufacturing industries
EYES,Second Sight Medical Products  Inc.,218180455.71,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NVIV,InVivo Therapeutics Holdings Corp.,218194590.48,United States,Health Care,Medical/Dental Instruments
HHS,Harte-Hanks  Inc.,218334363.96,United States,Technology,Advertising
CHSCP,CHS Inc,218868377.4024,United States,Consumer Services,Farming/Seeds/Milling
SNMX,Senomyx  Inc.,219117705.26,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
UTMD,Utah Medical Products  Inc.,219296805,United States,Health Care,Medical/Dental Instruments
STRT,Strattec Security Corporation,219477420.24,United States,Capital Goods,Auto Parts:O.E.M.
LLNW,Limelight Networks  Inc.,219971475.24,United States,Miscellaneous,Business Services
ABTL,Autobytel Inc.,221229079.33,United States,Technology,Computer Software: Programming  Data Processing
ATRS,Antares Pharma  Inc.,221373651.07,United States,Health Care,Medical/Dental Instruments
TTOO,T2 Biosystems  Inc.,221742924.31,United States,Health Care,Medical/Dental Instruments
EFM,Entergy Mississippi  Inc.,222020904,United States,Public Utilities,Electric Utilities: Central
CHFN,Charter Financial Corp.,223165578.28,United States,Finance,Savings Institutions
NATR,Nature&#39;s Sunshine Products  Inc.,223368432.05,United States,Health Care,Major Pharmaceuticals
DSPG,DSP Group  Inc.,223612303.2,United States,Technology,Semiconductors
PEIX,Pacific Ethanol  Inc.,223659434.3,United States,Basic Industries,Major Chemicals
FBIZ,First Business Financial Services  Inc.,224210954.42,United States,Finance,Major Banks
ECYT,Endocyte  Inc.,224556962.4,United States,Health Care,Major Pharmaceuticals
BELFB,Bel Fuse Inc.,225122249.88,United States,Capital Goods,Electrical Products
BLBD,Blue Bird Corporation,225132361.35,United States,Capital Goods,Construction/Ag Equipment/Trucks
ROX,Castle Brands  Inc.,225359038.05,United States,Consumer Non-Durables,Beverages (Production/Distribution)
PCYG,Park City Group  Inc.,225719038.72,United States,Technology,EDP Services
OSBC,Old Second Bancorp  Inc.,225804766.14,United States,Finance,Major Banks
PPHM,Peregrine Pharmaceuticals Inc.,226378914.72,United States,Health Care,Major Pharmaceuticals
NUTR,Nutraceutical International Corporation,226396138.75,United States,Consumer Durables,Specialty Chemicals
EGLE,Eagle Bulk Shipping Inc.,226588899.04,United States,Transportation,Marine Transportation
RM,Regional Management Corp.,226638664.2,United States,Finance,Finance: Consumer Services
SIXD,6D Global Technologies  Inc.,226918805.6,United States,Consumer Services,Professional Services
CLD,Cloud Peak Energy Inc,226947429.94,United States,Energy,Coal Mining
AFH,Atlas Financial Holdings  Inc.,227361287.14,United States,Finance,Property-Casualty Insurers
SEAC,SeaChange International  Inc.,227449794.4,United States,Technology,Radio And Television Broadcasting And Communications Equipment
ANCX,Access National Corporation,228271891.4,United States,Finance,Savings Institutions
AMNB,American National Bankshares  Inc.,228367936.68,United States,Finance,Major Banks
TRXC,TransEnterix  Inc.,229150128.53,United States,Health Care,Medical/Dental Instruments
EHTH,eHealth  Inc.,229257024.76,United States,Finance,Specialty Insurers
DMRC,Digimarc Corporation,229313901.96,United States,Technology,EDP Services
EGLT,Egalet Corporation,230547160.8,United States,Health Care,Major Pharmaceuticals
JOUT,Johnson Outdoors Inc.,230560865.28,United States,Consumer Non-Durables,Recreational Products/Toys
SPA,Sparton Corporation,230753664.12,United States,Technology,Electrical Products
NYNY,Empire Resorts  Inc.,232202502.07,United States,Consumer Services,Restaurants
PICO,PICO Holdings Inc.,232249904.7,United States,Finance,Real Estate
KMPH,KemPharm  Inc.,232634356.35,United States,Health Care,Major Pharmaceuticals
VTVT,vTv Therapeutics Inc.,232640625,United States,Health Care,Major Pharmaceuticals
RTIX,RTI Surgical  Inc.,232883979.64,United States,Health Care,Industrial Specialties
FNLC,First Bancorp  Inc (ME),233273689.48,United States,Finance,Major Banks
FC,Franklin Covey Company,233555220,United States,Consumer Services,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,233754973.62,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BSRR,Sierra Bancorp,233959339.4,United States,Finance,Major Banks
DCO,Ducommun Incorporated,234618642,United States,Capital Goods,Military/Government/Technical
JMBA,Jamba  Inc.,234683480.68,United States,Consumer Services,Restaurants
PRMW,Primo Water Corporation,234710853.76,United States,Consumer Non-Durables,Food Distributors
MRLN,Marlin Business Services Corp.,235116135.1,United States,Finance,Major Banks
LMNR,Limoneira Co,236092749.3,United States,Consumer Non-Durables,Farming/Seeds/Milling
ADUS,Addus HomeCare Corporation,236385134.72,United States,Health Care,Medical/Nursing Services
IHC,Independence Holding Company,237001108.7,United States,Finance,Life Insurance
MDGN,Medgenics  Inc.,237254376.74,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATLO,Ames National Corporation,237335172.37,United States,Finance,Major Banks
SPKE,Spark Energy  Inc.,238171719.6,United States,Public Utilities,Power Generation
ARC,ARC Document Solutions  Inc.,238223968.32,United States,Consumer Services,Professional Services
ERA,Era Group  Inc.,238961559.51,United States,Transportation,Transportation Services
AAVL,Avalanche Biotechnologies  Inc.,239299285.48,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CTIC,CTI BioPharma Corp.,240276569.75,United States,Health Care,Major Pharmaceuticals
DRNA,Dicerna Pharmaceuticals  Inc.,240321675.39,United States,Health Care,Major Pharmaceuticals
PER,SandRidge Permian Trust,240975000,United States,Energy,Oil & Gas Production
ELEC,Electrum Special Acquisition Corporation,241250000,United States,Finance,Business Services
FCSC,Fibrocell Science Inc,241379605.5,United States,Health Care,Major Pharmaceuticals
ANTH,Anthera Pharmaceuticals  Inc.,241400307.84,United States,Health Care,Major Pharmaceuticals
GEOS,Geospace Technologies Corporation,241527216.92,United States,Capital Goods,Industrial Machinery/Components
HCAC,Hennessy Capital Acquisition Corp. II,242013884.5,United States,Finance,Business Services
NKSH,National Bankshares  Inc.,243128411.04,United States,Finance,Major Banks
PRTO,Proteon Therapeutics  Inc.,243424380.06,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGC,Superior Uniform Group  Inc.,243749572.79,United States,Consumer Non-Durables,Apparel
ITEK,Inotek Pharmaceuticals Corporation,243988409.28,United States,Health Care,Major Pharmaceuticals
IMPR,Imprivata  Inc.,244054110,United States,Technology,Computer Software: Prepackaged Software
LAWS,Lawson Products  Inc.,244334209.56,United States,Consumer Durables,Industrial Specialties
PLPC,Preformed Line Products Company,245115083.53,United States,Basic Industries,Water Supply
LMAT,LeMaitre Vascular  Inc.,245407748.35,United States,Health Care,Medical/Dental Instruments
ABCD,Cambium Learning Group  Inc.,245441815.85,United States,Consumer Services,Publishing
TPUB,Tribune Publishing Company,246335006.5,United States,Consumer Services,Newspapers/Magazines
AVXL,Anavex Life Sciences Corp.,246914537.8,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
KMG,KMG Chemicals  Inc.,246917530.94,United States,Basic Industries,Major Chemicals
SGA,Saga Communications  Inc.,247238391.9,United States,Consumer Services,Broadcasting
CZNC,Citizens & Northern Corp,247700678.76,United States,Finance,Major Banks
SXE,Southcross Energy Partners  L.P.,248015362.32,United States,Public Utilities,Natural Gas Distribution
ELECU,Electrum Special Acquisition Corporation,248750000,United States,Finance,Business Services
HALL,Hallmark Financial Services  Inc.,248968235.52,United States,Finance,Property-Casualty Insurers
NCOM,National Commerce Corporation,249083096.99,United States,Finance,Major Banks
BPOPN,Popular  Inc.,249600000,United States,Finance,Major Banks
CLACU,Capitol Acquisition Corp. III,250000000,United States,Finance,Business Services
APTS,Preferred Apartment Communities  Inc.,250618302.48,United States,Consumer Services,Real Estate Investment Trusts
CNBKA,Century Bancorp  Inc.,250778621.36,United States,Finance,Major Banks
HBNC,Horizon Bancorp (IN),251115985.38,United States,Finance,Major Banks
EXAC,Exactech  Inc.,253138546.44,United States,Health Care,Industrial Specialties
RJET,Republic Airways Holdings  Inc.,253467219.36,United States,Transportation,Air Freight/Delivery Services
WMAR,West Marine  Inc.,253590781.92,United States,Consumer Durables,Automotive Aftermarket
HCCI,Heritage-Crystal Clean  Inc.,255078497.97,United States,Basic Industries,Miscellaneous
EBTC,Enterprise Bancorp Inc,255512756.2,United States,Finance,Major Banks
JPEP,JP Energy Partners LP,256312882,United States,Energy,Oil Refining/Marketing
MLR,Miller Industries  Inc.,256854397.5,United States,Capital Goods,Construction/Ag Equipment/Trucks
CAI,CAI International  Inc.,256965032.73,United States,Technology,Diversified Commercial Services
QNST,QuinStreet  Inc.,256976842.71,United States,Miscellaneous,Business Services
AFOP,Alliance Fiber Optic Products  Inc.,257626543.7,United States,Technology,Semiconductors
IRT,Independence Realty Trust  Inc.,257914649.88,United States,Consumer Services,Real Estate Investment Trusts
HCOM,Hawaiian Telcom Holdco  Inc.,258561899.82,United States,Consumer Services,Telecommunications Equipment
LQDT,Liquidity Services  Inc.,258826042.26,United States,Miscellaneous,Business Services
NVTA,Invitae Corporation,258961572.54,United States,Health Care,Medical Specialities
MCFT,MCBC Holdings  Inc.,259165756.8,United States,Capital Goods,Marine Transportation
CWST,Casella Waste Systems  Inc.,259321008.72,United States,Public Utilities,Environmental Services
BFIN,BankFinancial Corporation,259349869.9,United States,Finance,Savings Institutions
BBW,Build-A-Bear Workshop  Inc.,259540945.8,United States,Consumer Services,Recreational Products/Toys
GLDD,Great Lakes Dredge & Dock Corporation,259636265.46,United States,Basic Industries,Military/Government/Technical
POPE,Pope Resources,260179380,United States,Consumer Non-Durables,Environmental Services
UMH,UMH Properties  Inc.,260667911.85,United States,Consumer Services,Real Estate Investment Trusts
ARP,Atlas Resource Partners  L.P.,260871635.24,United States,Energy,Oil & Gas Production
TRTL,Terrapin 3 Acquisition Corporation,261150625,United States,Finance,Business Services
AVID,Avid Technology  Inc.,261225006.84,United States,Miscellaneous,Industrial Machinery/Components
